Date,Primary Delay Minutes,Reactionary Delay Minutes,Delay Minutes,Actual Mileage,Primary Delay per 100 miles,Footfall,Count of Trains/Timing Points - WTT,Planned,On Time - WTT,Within 3 - WTT,PPM,On Time WTT%,PPM%
18/01/2021,7722.00,8629.00,16351.00,768015.00,1.01,368659.00,323358.00,18985.00,262370.00,302788.00,18028.00,0.81,0.95
19/01/2021,14562.00,15520.00,30082.00,748216.00,1.95,367289.00,313836.00,19007.00,239501.00,279933.00,16919.00,0.76,0.89
20/01/2021,25436.00,22503.00,47939.00,704641.00,3.61,367235.00,299290.00,18869.00,218634.00,259253.00,15654.00,0.73,0.83
21/01/2021,16511.00,14913.00,31424.00,709907.00,2.33,370044.00,304377.00,18740.00,234593.00,273167.00,16552.00,0.77,0.88
22/01/2021,11478.00,9361.00,20839.00,742810.00,1.55,377533.00,315451.00,18580.00,250321.00,291001.00,17512.00,0.79,0.94
25/01/2021,15514.00,15634.00,31148.00,714229.00,2.17,383920.00,300825.00,17614.00,218857.00,261363.00,15846.00,0.73,0.90
26/01/2021,10929.00,13252.00,24181.00,717026.00,1.52,375466.00,302720.00,17727.00,230030.00,271177.00,16057.00,0.76,0.91
27/01/2021,11149.00,10238.00,21387.00,717091.00,1.55,383459.00,305161.00,17714.00,241720.00,280363.00,16553.00,0.79,0.93
28/01/2021,15017.00,13729.00,28746.00,711518.00,2.11,389667.00,301217.00,17709.00,232067.00,270532.00,15953.00,0.77,0.90
29/01/2021,9278.00,9531.00,18809.00,724723.00,1.28,384592.00,304827.00,17713.00,240883.00,280324.00,16529.00,0.79,0.93
01/02/2021,8132.00,9428.00,17560.00,699479.00,1.16,394531.00,299012.00,17359.00,236424.00,274940.00,16171.00,0.79,0.93
02/02/2021,9755.00,8653.00,18408.00,700557.00,1.39,385177.00,299943.00,17427.00,238526.00,276642.00,16492.00,0.80,0.95
03/02/2021,8816.00,8072.00,16888.00,692612.00,1.27,386732.00,298697.00,17428.00,241218.00,277428.00,16465.00,0.81,0.94
04/02/2021,9390.00,8685.00,18075.00,698929.00,1.34,391687.00,297203.00,17432.00,235989.00,274676.00,16415.00,0.79,0.94
05/02/2021,8380.00,8200.00,16580.00,700632.00,1.20,328947.00,299024.00,17392.00,239570.00,276882.00,16478.00,0.80,0.95
08/02/2021,15246.00,20049.00,35295.00,660770.00,2.31,383979.00,280930.00,16656.00,196888.00,239218.00,13987.00,0.70,0.84
09/02/2021,17323.00,19099.00,36422.00,675004.00,2.57,375207.00,290048.00,16910.00,203584.00,246146.00,14532.00,0.70,0.86
10/02/2021,16792.00,18213.00,35005.00,676696.00,2.48,395672.00,291413.00,17118.00,210400.00,250294.00,14881.00,0.72,0.87
11/02/2021,15248.00,17945.00,33193.00,670324.00,2.27,395899.00,288319.00,17128.00,205980.00,247663.00,14669.00,0.71,0.86
12/02/2021,12244.00,13107.00,25351.00,687259.00,1.78,419175.00,297905.00,17076.00,224957.00,264969.00,15446.00,0.76,0.90
15/02/2021,9869.00,8850.00,18719.00,697844.00,1.41,408718.00,301912.00,17213.00,239312.00,276341.00,16058.00,0.79,0.93
16/02/2021,8736.00,7425.00,16161.00,704638.00,1.24,400172.00,303713.00,17317.00,244377.00,282363.00,16346.00,0.80,0.94
17/02/2021,10033.00,11880.00,21913.00,688275.00,1.46,409273.00,293821.00,17284.00,233255.00,269321.00,15463.00,0.79,0.89
18/02/2021,7180.00,6991.00,14171.00,707075.00,1.02,404422.00,304521.00,17310.00,250860.00,286337.00,16489.00,0.82,0.95
19/02/2021,8955.00,8659.00,17614.00,707491.00,1.27,426739.00,303801.00,17328.00,245978.00,282706.00,16341.00,0.81,0.94
22/02/2021,7985.00,8329.00,16314.00,706415.00,1.13,404348.00,302110.00,17119.00,245591.00,281953.00,16252.00,0.81,0.95
23/02/2021,11685.00,9703.00,21388.00,690695.00,1.69,418025.00,298727.00,17175.00,238485.00,274730.00,15947.00,0.80,0.93
24/02/2021,8978.00,8772.00,17750.00,700710.00,1.28,423464.00,300713.00,17184.00,243142.00,279545.00,16177.00,0.81,0.94
25/02/2021,8243.00,7881.00,16124.00,708269.00,1.16,429727.00,302212.00,17167.00,245415.00,281227.00,16223.00,0.81,0.95
26/02/2021,8148.00,6120.00,14268.00,694316.00,1.17,444334.00,297076.00,16972.00,243999.00,279444.00,16215.00,0.82,0.96
